Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Firouzjaee, Mahjoobeh Hajitabar",57194180628,2,"Chemistry
Engineering
Chemical Engineering
",
"Gandji, D. D.",56324717300,1,"Engineering
Physics and Astronomy
",
"Aqbash, Mona Sadeghi",57196036397,1,"Medicine
",
"Gorzin, Majid",36606156800,10,"Engineering
Energy
Physics and Astronomy
Social Sciences
Chemical Engineering
Chemistry
Computer Science
",
"Kouhirostamkolaei, Mahtab",57221933305,1,"Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
Engineering
",
"Rezaee, Mohammad",57223124068,2,"Engineering
Physics and Astronomy
Materials Science
Energy
Mathematics
",
"Mohebbi, Mostafa",57093438800,8,"Engineering
Energy
Environmental Science
Chemical Engineering
Chemistry
",
"Vazifeshenas, Yousef",52564788800,12,"Engineering
Energy
Mathematics
Physics and Astronomy
Computer Science
Earth and Planetary Sciences
Materials Science
Multidisciplinary
Chemistry
",
"Ebrahimifar, Mahdis",57222667915,1,"Pharmacology, Toxicology and Pharmaceutics
",
"Amiriara, Hamid",57223428016,1,"Engineering
Materials Science
Computer Science
",
"Minagar, Sara",36629076500,7,"Computer Science
Engineering
Mathematics
",
"Ebrahimpour, Zahra",57219098605,11,"Physics and Astronomy
Engineering
Chemistry
Materials Science
Energy
Mathematics
Chemical Engineering
Computer Science
Environmental Science
Business, Management and Accounting
",
"Sangi, Monireh",57210143235,3,"Engineering
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
",
"Ziri, Moslem Salehi",57193726358,1,"Environmental Science
",
"Shamsi-Sarband, S.",37020567000,1,"Physics and Astronomy
",
"Sakhi, A. O.B.",26656102200,1,"Engineering
",
"Yousefi, A.",57195257524,1,"Multidisciplinary
",
"Fadaeian, Tahere",36022273400,4,"Engineering
Energy
",
"Mehrabi, Afshan",57211217569,2,"Chemical Engineering
Agricultural and Biological Sciences
Materials Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemistry
",
"Dousti, P.",55247310100,1,"Engineering
Mathematics
Computer Science
",
"Ahmadi Taleshian, Hamed",57212004795,2,"Engineering
",
"Sheykhfard, Abbas",57203882378,7,"Engineering
Social Sciences
Medicine
Psychology
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",0000-0002-9536-3108
"Mohamadi Daniali, Hamidreza",57208302724,2,"Engineering
Physics and Astronomy
Mathematics
",
"Samei, Elnaz",54896435800,2,"Chemical Engineering
Energy
",
"Molanzadeh, Mohammad",57194975529,1,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Kargar, Saeed",57217134734,2,"Environmental Science
",
"Sefidgaran, Mobin",36683352600,2,"Engineering
Energy
",
"Roshan, Farid Talebnia",56580354100,1,"Chemistry
Chemical Engineering
",
"Najafpour Darzi, Ghasem",55485049700,255,"Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Energy
Chemistry
Agricultural and Biological Sciences
Immunology and Microbiology
Materials Science
Physics and Astronomy
Multidisciplinary
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
Business, Management and Accounting
Psychology
Social Sciences
Economics, Econometrics and Finance
Medicine
Computer Science
",
"Akbari, Ali",57210158726,1,"Social Sciences
Engineering
",
"Sharafkhah, Mehdi",57200613063,2,"Earth and Planetary Sciences
Agricultural and Biological Sciences
Environmental Science
",
"Biazar Ghadikolaei, Milad",57216766394,1,"Engineering
Energy
",
"Jafarg, T.",55321647200,1,"Chemical Engineering
",
"Hosseini, Jaber",57225897598,1,"Physics and Astronomy
",
"Pirhayati, Parisa",57207742526,5,"Materials Science
Physics and Astronomy
Chemistry
Earth and Planetary Sciences
",
"Omrani, Mohammad Hossein",57216226038,1,"Engineering
Materials Science
",
"Hejazi Rad, Seyyed A.H.",57226549856,1,"Physics and Astronomy
Chemical Engineering
",
"Nanvakenari, Sara",57202887147,4,"Physics and Astronomy
Chemical Engineering
Engineering
Agricultural and Biological Sciences
Mathematics
Chemistry
",
"Aghabeyki, Farid",57223113714,1,"Engineering
Computer Science
",
"Hosseinzadeh, Reza",55602956500,1,"Computer Science
",
"Mazandarani, P.",55634155300,1,"Materials Science
Engineering
Physics and Astronomy
",
"Khosravi, Mohammad",57213391624,1,"Energy
",
"Imani, S. Misagh",57055711400,7,"Physics and Astronomy
Computer Science
Materials Science
Engineering
Mathematics
Chemical Engineering
Medicine
",
"Rahmani, Zohreh",57210657374,4,"Engineering
Multidisciplinary
Materials Science
",
"Janalizade, Asskar",56868676700,3,"Earth and Planetary Sciences
Mathematics
Engineering
Environmental Science
",
"Hamidi, Hamed",24066897400,21,"Engineering
Materials Science
Earth and Planetary Sciences
Agricultural and Biological Sciences
Multidisciplinary
",0000-0003-2954-9446
"Ghorbanfarahi, A. H.",55550102300,1,"Engineering
",
"Jelodar, Reza Asgharzadeh",57221383092,1,"Mathematics
Physics and Astronomy
",
"Rajabi, Farshad",56100172500,2,"Physics and Astronomy
Engineering
Mathematics
Computer Science
",
"Firouzjaei, Leila Gorgani",57226605649,1,"Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
",
"Hosseini, Seyed Meysam",57218799279,1,"Physics and Astronomy
Chemical Engineering
",
"Jalili, Sadegh",57200287968,1,"Mathematics
Engineering
Computer Science
",
"Mansour-Lakouraj, Mohammad",57212381498,1,"Engineering
Environmental Science
",
"Khodadadi, Mina",57224481487,1,"Energy
Environmental Science
",
"Ghavidel, M.",57190885697,1,"Engineering
Materials Science
",
"Younesi, A.",57212464647,1,"Physics and Astronomy
Engineering
Chemical Engineering
",
"Nasrollahzadeh, Mostafa",57211947157,1,"Engineering
Materials Science
",
"Roohollahi, R.",57202332608,1,"Physics and Astronomy
",
"Latif Aghili, Amir",55902232100,6,"Physics and Astronomy
Engineering
Multidisciplinary
Materials Science
",
"Mahdavi Talaromi, Hani",57288361700,1,"Engineering
",
"Mohammadi Rad, Amin",57212133889,1,"Engineering
Energy
Environmental Science
Mathematics
",
"Motevalli, Zohre",57207878218,1,"Physics and Astronomy
Engineering
",
"Mobaraki, H. A.",57303957400,1,"Engineering
Mathematics
Materials Science
",
"Jalali, Javad",15744225800,6,"Engineering
Agricultural and Biological Sciences
Business, Management and Accounting
Materials Science
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Mohtashami, Yasaman",57205601089,1,"Energy
Physics and Astronomy
",
"Salahshour, Esmaeil",57202201357,3,"Engineering
Energy
Mathematics
Environmental Science
Physics and Astronomy
Computer Science
",
"Soleimani-Amiri, Samaneh",57189001334,14,"Engineering
Materials Science
Physics and Astronomy
Chemistry
Computer Science
Chemical Engineering
Multidisciplinary
",
"Yousefpour, Foroozan",57224677203,3,"Engineering
Materials Science
Physics and Astronomy
",
"Belali-Owsia, Moosa",56414951200,3,"Engineering
Computer Science
Materials Science
",
"Kashani, Tannaz",57191594551,1,"Materials Science
Chemical Engineering
",
"Shamami, Darush Zia",56548907000,4,"Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Engineering
Medicine
Physics and Astronomy
",
"Babaei Sedaghat, Sedighe",57213753580,7,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Amini, Ghazaleh",55446723000,5,"Energy
Chemical Engineering
Engineering
Chemistry
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",
"Amiri, Marie Mirzaghaeian",57202751034,1,"Engineering
Computer Science
Mathematics
",
"Shakery, P.",57225914910,1,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",
"Darvishi, Gholamreza",55984760700,2,"Environmental Science
",
"Armaky, Ali Taghizadeh",37017150500,2,"Engineering
Materials Science
",
"Yaghoubi, J.",57193615417,1,"Engineering
",
"Seyyedi, Seyyed Mostafa",57205621976,17,"Engineering
Physics and Astronomy
Chemistry
Materials Science
Chemical Engineering
Mathematics
",
"Pahlavanian, M. H.",57212672939,1,"Energy
Engineering
",
"Hamedi, M. J.",55545860470,9,"Materials Science
Engineering
Physics and Astronomy
",0000-0002-6670-1446
"Afsharian, Yasamin Pesaran",57220181833,2,"Chemistry
Materials Science
",
"Babashakoori, Sahar",57208497657,1,"Physics and Astronomy
Engineering
",
"Dabaghian, Zoheir",57008208000,5,"Chemical Engineering
Engineering
Chemistry
Materials Science
Social Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Computer Science
",
"Majidi, Ali",57214346243,1,"Earth and Planetary Sciences
",
"Ahmadian, Narjes",56585953200,7,"Engineering
Computer Science
Physics and Astronomy
Mathematics
Economics, Econometrics and Finance
",
"Mehranfar, Vida",57203813773,1,"Engineering
",
"Shirzad Kebria, M.",57219743293,1,"Engineering
",
"Moradpour, Solmaz",56574221600,4,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Nowkandeh, Mohammadreza Jahanshahi",57222261189,2,"Earth and Planetary Sciences
Engineering
",
"Zendehdel, Niloofar",57216311959,2,"Energy
Engineering
Computer Science
Mathematics
Decision Sciences
",
"Kasiri, Shima",57216695193,1,"Engineering
Computer Science
",
"Hassanzadeh, Mojtaba",57220432971,3,"Engineering
Energy
Environmental Science
Mathematics
Earth and Planetary Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",
"Shafaei, Nader",57063516600,3,"Environmental Science
Chemistry
Materials Science
Chemical Engineering
",
"Roein, Mojtaba",57222038430,2,"Engineering
Business, Management and Accounting
Decision Sciences
",
"Moosavi, Morteza",57197665296,1,"Engineering
",
"Yousefi, Hossein",57189343128,1,"Engineering
Energy
",
"Behbahani, Mohammad Reza Zamani",57216315073,1,"Mathematics
Physics and Astronomy
Engineering
",
"Taqavi, Omolbanin",57219199605,3,"Engineering
Energy
Materials Science
",
"Lashkarbolooki, Mostafa",35254001900,83,"Chemistry
Chemical Engineering
Physics and Astronomy
Energy
Materials Science
Earth and Planetary Sciences
Computer Science
Environmental Science
Engineering
Biochemistry, Genetics and Molecular Biology
",0000-0002-8603-656X
"Nejad, E. N.",52763494100,1,"Engineering
",
"Edrisi, Sanaz",57194610635,3,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Mahmoodi, Jamshid",57203622822,5,"Engineering
Materials Science
Mathematics
Energy
",
"Pirzadeh, Kasra",55247308200,15,"Environmental Science
Engineering
Chemical Engineering
Chemistry
Physics and Astronomy
Energy
Materials Science
Social Sciences
Computer Science
",
"EsmaeilpourShirvani, Nima",57205544032,2,"Engineering
Earth and Planetary Sciences
Social Sciences
",
"Asadi, Farough",57216851952,2,"Engineering
Energy
Mathematics
",
"Emami, Saeed",55598788900,14,"Engineering
Computer Science
Decision Sciences
Mathematics
Agricultural and Biological Sciences
Physics and Astronomy
Materials Science
Business, Management and Accounting
Chemistry
",
"Asgharian, Reza",57201116280,2,"Engineering
Materials Science
",
"Khalseh, Roghayeh",56891563300,5,"Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Immunology and Microbiology
",
"Ahangari, M.",18433332700,1,"Physics and Astronomy
",
"Hosseinali Beygi, Morteza",57222865993,3,"Engineering
Materials Science
",
"Kiaeian Moosavi, A. H.",56327920800,1,"Engineering
Physics and Astronomy
Materials Science
Chemistry
Computer Science
",
"Heydarzadeh, Yeganeh",57219092474,2,"Physics and Astronomy
",
"Talebnia Roshan, Farid",57219597254,1,"Chemistry
",
"Berijani, I. M.",46861142000,1,"Physics and Astronomy
",
"Ranjbar Noei, Abolfazl",36651301400,9,"Engineering
Computer Science
Physics and Astronomy
Mathematics
Energy
",
"Tajallipour, M.",57224423520,2,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Chemical Engineering
Agricultural and Biological Sciences
Chemistry
",
"Mashinchi Joubari, Mohammad Mehdi",57201300560,2,"Engineering
",
"Saadati, S.",50661933000,2,"Engineering
",
"Aliakbari, Nima",36026446900,2,"Multidisciplinary
",
"Soleymanpour, Zahra",57202740358,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Pourzare, Amirhosein",57217899875,1,"Medicine
Physics and Astronomy
Health Professions
",
"Khajouei, Mohammad",57200626308,9,"Chemical Engineering
Chemistry
Materials Science
Environmental Science
Engineering
Biochemistry, Genetics and Molecular Biology
Medicine
",
"Teimouria, Reza",57195451639,1,"Materials Science
",
"Divsalar, Kambiz",57190278859,5,"Engineering
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Chemical Engineering
Environmental Science
Chemistry
Computer Science
",
"Hajiabadi, A.",57194038079,2,"Engineering
",
"Bisheh, Mitra Ghasemi",57212145412,1,"Chemistry
Chemical Engineering
",
"Chepi, Negar Ghasemi",57214315519,1,"Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
",
"Fallah, Naghmeh",57201821837,3,"Energy
Materials Science
Chemical Engineering
Environmental Science
Physics and Astronomy
Chemistry
",
"Yousefnia, Mehdi",15842544900,3,"Engineering
Computer Science
",
"Tabarsaii, Soudabeh",57210787729,1,"Computer Science
",
"Tohidi, M.",57212676040,1,"Energy
Engineering
",
"D Ganji, Ali Reza",57315716900,1,"Engineering
Mathematics
Computer Science
",
"Gol, Shabanali",57194903044,2,"Engineering
",
"Charati, S. Mahmodi",57210007011,1,"Multidisciplinary
",
"Domiri, Ammar",46461049200,1,"Energy
Environmental Science
Chemical Engineering
",
"Hosienzadeh, Ahmad",36627074300,1,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Chemistry
",
"Abolfazl, Ranjbar N.",57223136416,1,"Mathematics
Engineering
Physics and Astronomy
",
"Khademian, Mohsen",55625687400,4,"Materials Science
Chemical Engineering
Environmental Science
Agricultural and Biological Sciences
Chemistry
",
"Hashemi, Faeze",57212486844,1,"Physics and Astronomy
Engineering
Chemistry
Materials Science
",
"Mohsenkhani, Sadaf",56939319100,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",
"Navayi Neya, Bahram",55521523700,28,"Engineering
Materials Science
Mathematics
Physics and Astronomy
Environmental Science
Earth and Planetary Sciences
Multidisciplinary
Agricultural and Biological Sciences
Chemical Engineering
Chemistry
Computer Science
",
"Abolfazli, Zohreh",57201285372,1,"Materials Science
Chemical Engineering
",
"Salahshoor, Masoomeh",36640703100,3,"Engineering
Computer Science
",
"Mehrabiyan, M.",57322627300,1,"Engineering
",
"Gorji, Hamid",8407949700,69,"Engineering
Computer Science
Materials Science
Physics and Astronomy
Chemistry
Multidisciplinary
",0000-0003-2446-7839
"Zareei, F.",57223296218,1,"Multidisciplinary
",
"Fani, Mina",57207251115,1,"Mathematics
",
"Asadi, A.",57211953456,11,"Engineering
Physics and Astronomy
Chemistry
Energy
Materials Science
Mathematics
Computer Science
Chemical Engineering
",0000-0002-9477-815X
"Roshan, Nader",57193400979,2,"Engineering
Physics and Astronomy
",
"Alizadeh, Abbas",57204917017,1,"Engineering
Materials Science
",
"AsadiGorgi, Hassn",56610299600,1,"Mathematics
",
"Ebrahimpour, Mohammad",57196925289,3,"Engineering
Mathematics
Physics and Astronomy
Chemistry
Computer Science
",
"Khalili, Soodabeh",55408113200,27,"Environmental Science
Chemical Engineering
Chemistry
Materials Science
Physics and Astronomy
Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
Medicine
",0000-0002-3610-8545
"Farrokhi, Ehsan",57347546000,1,"Engineering
",
"Rabiee, Mahmood",36552933600,2,"Dentistry
Materials Science
",
"Doagoo, Fatemeh",57222040797,1,"Environmental Science
Chemical Engineering
",
"Mohammadzade Negharchi, Saeid",57222083042,1,"Materials Science
Environmental Science
Chemical Engineering
Engineering
Chemistry
",
"Ganji, Ammar D.",35271660900,1,"Mathematics
",
"Eslami, Ali Bali",57222134246,1,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
",
"Rostamian, M.",57213603986,6,"Mathematics
Engineering
Physics and Astronomy
",
"Ranjbar-Noiey, Pardis",57189488673,2,"Computer Science
",
"Ramzannezhad, Mostafa",57194829987,1,"Engineering
",
"Janalizadechoobbasti, Asskar",57195608764,2,"Engineering
Earth and Planetary Sciences
",
"Ghadakpour, Moein",57207298693,11,"Engineering
Earth and Planetary Sciences
Materials Science
Chemistry
Physics and Astronomy
Environmental Science
Social Sciences
Chemical Engineering
",
